[2025-12-25][02:00:57][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:57][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:57][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:57][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:58][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:00:59][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:00][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:01][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:01][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:01][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:01][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:01][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][02:01:01][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:21][gungameserver][INFO] Created test lobby 'test'
[2025-12-25][04:18:21][gungameserver::server][INFO] Starting HTTP server on 0.0.0.0:8080
[2025-12-25][04:18:21][gungameserver::server][INFO] HTTP server successfully bound to 0.0.0.0:8080
[2025-12-25][04:18:30][gungameserver::tick::lobby_tick][WARN] Failed to add player 1: Player already exists
[2025-12-25][04:18:30][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:30][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:30][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:31][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:31][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:31][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:31][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:31][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::tick::lobby_tick][WARN] Failed to add player 2: Player already exists
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:37][gungameserver::tick::lobby_tick][WARN] Failed to add player 3: Player already exists
[2025-12-25][04:18:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:44][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:45][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:46][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:47][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:47][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:47][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:47][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:47][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:48][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:48][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:48][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:48][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:48][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:49][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:49][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:49][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:49][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:49][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:50][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:50][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:50][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:50][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:50][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:51][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:51][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:51][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:51][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:51][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:52][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:52][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:52][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:52][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:52][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:53][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:18:53][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:20:20][gungameserver][INFO] Created test lobby 'test'
[2025-12-25][04:20:20][gungameserver::server][INFO] Starting HTTP server on 0.0.0.0:8080
[2025-12-25][04:20:20][gungameserver::server][INFO] HTTP server successfully bound to 0.0.0.0:8080
[2025-12-25][04:20:29][gungameserver::tick::lobby_tick][WARN] Failed to add player 1: Player already exists
[2025-12-25][04:20:31][gungameserver::tick::lobby_tick][WARN] Failed to add player 2: Player already exists
[2025-12-25][04:28:06][gungameserver][INFO] Created test lobby 'test'
[2025-12-25][04:28:06][gungameserver::server][INFO] Starting HTTP server on 0.0.0.0:8080
[2025-12-25][04:28:06][gungameserver::server][INFO] HTTP server successfully bound to 0.0.0.0:8080
[2025-12-25][04:28:24][gungameserver::tick::lobby_tick][WARN] Failed to add player 1: Player already exists
[2025-12-25][04:31:15][gungameserver][INFO] Created test lobby 'test'
[2025-12-25][04:31:15][gungameserver::server][INFO] Starting HTTP server on 0.0.0.0:8080
[2025-12-25][04:31:15][gungameserver::server][INFO] HTTP server successfully bound to 0.0.0.0:8080
[2025-12-25][04:31:32][gungameserver::tick::lobby_tick][WARN] Failed to add player 1: Player already exists
[2025-12-25][04:31:32][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:33][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:34][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:35][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:36][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:37][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:38][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:39][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:40][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::tick::lobby_tick][WARN] Failed to add player 2: Player already exists
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:41][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:42][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
[2025-12-25][04:31:43][gungameserver::handlers::udp][DEBUG] UDP packet for unknown lobby: None
